asset_id,runtime_path,category,acquisition_method,creator_or_vendor,provider_product_model,created_or_purchased_at,source_url,terms_or_license_name,terms_checked_at,evidence_path,source_file_sha256,prompt_path,input_rights_confirmed,human_edits,similarity_reviewed,trademark_reviewed,credit_required,credit_text,status,reviewer,reviewed_at,notes
talisman_ward_128,assets/images/zones/player/talisman_ward_128.png,player_zone,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/talisman_ward_source.png,428EE6B09087037EC37AB3E9B3C9890B53B6ECD8E6C53FD8FDC44E46C31BA444,art_source/generated/player_vfx/talisman_ward_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/talisman_ward_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=83EE69223F5CCB73845C24E73CA36E486A8EF4CD221CC9124A15EF1CE6371385
enemy_line_telegraph_128,assets/images/vfx/enemy/line_telegraph_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/line_telegraph_source.png,DF117F0F6EC150F04BD0B00EC8BD9DFA2C6AF74CBCD604A3F100A894F25906FC,art_source/generated/enemy_vfx/line_telegraph_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=2B97C2044EE511419CA6D2A60670419CF43664D7567E09647D4B59BE9AE320B1
enemy_poison_pool_128,assets/images/vfx/enemy/poison_pool_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/poison_pool_source.png,79C48E0F705E84BE78F05B66D410BDC33D256EA8BDBDE33604E33F5543B5503E,art_source/generated/enemy_vfx/poison_pool_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=471495C4E654DC7C73AD48ABC492A133AB641DB006B3724DF7BC19A2A23490D1
enemy_radial_telegraph_128,assets/images/vfx/enemy/radial_telegraph_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/radial_telegraph_source.png,6A535FD136858D6978FC959A6443E0BF9D74F93D18AD2EF0DBA71B54FFF2F1F8,art_source/generated/enemy_vfx/radial_telegraph_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=B26D6B23369FD41915003BBD86CD3975071A84A48B8269414F24633583E16395
enemy_ranged_telegraph_128,assets/images/vfx/enemy/ranged_telegraph_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/ranged_telegraph_source.png,8731FCA7BC776E26B24B702F49045BA8D3714F48EF694A21EBABC1B1371B4414,art_source/generated/enemy_vfx/ranged_telegraph_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=D538535B96E07228B411765CCE78F7826941F609F555F76D1C54747348FB7A00
enemy_shield_block_flash_128,assets/images/vfx/enemy/shield_block_flash_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/shield_block_flash_source.png,E03D939C9BC59259723A6B5B44CD0B7312D747A0C1A11441B5513BDBDA6A38B5,art_source/generated/enemy_vfx/shield_block_flash_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=99CA24C9DCB40D7B3E3D2FE547E08BD05C5EEAA794D04EACF0C04CB8D196ED6E
enemy_shockwave_128,assets/images/vfx/enemy/shockwave_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/shockwave_source.png,5A5D253971AD469DD582444F889AAB143A3B5D857E1359A2BC3AEEA0C75ED040,art_source/generated/enemy_vfx/shockwave_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=82FCAF85CAE4B2A3A5C07D6CB70B22AC35F8E9409659C54C0F9C53DC81C48C71
enemy_spirit_scream_128,assets/images/vfx/enemy/spirit_scream_128.png,enemy_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/spirit_scream_source.png,65C927456D6A666306ABBD0FB3554FEDCE743968FA988E0E79455EA780058F6D,art_source/generated/enemy_vfx/spirit_scream_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=732ECF774814CDFA5BB8BB9F09F9D94F15F4EA0E250F2C541452B2F943DB4342
sakkat_spirit_projectile_128,assets/images/projectiles/enemy/sakkat_spirit_projectile_128.png,enemy_projectile,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-24,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-24,art_source/generated/enemy_vfx/sakkat_spirit_projectile_source.png,8BB82109BB00DBC6AC634D7642408F4BF7498668B62CC3354145C82ED1D12BC7,art_source/generated/enemy_vfx/sakkat_spirit_projectile_source.png,true,chroma-helper normalization,true,true,false,,review,Codex,2026-07-24,built-in image generation plus chroma-helper; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=3BE8E67C345BF4FFEB98C6B4556AFE33A65B7E1140C1AF58DC70918518319C19
moonlit_office_tiles_128,assets/images/tiles/moonlit_office_tiles_128.png,stage_tile_atlas,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/stages/moonlit_office_tiles_source.png,266C495A0D71DA8ACBADD92133DD3CE6F93F82EDDFB34183B41CAEBB1403F9DB,art_source/generated/stages/moonlit_office_tiles_source.png,true,centered square logical-cell crops plus Lanczos 128px RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/stages/moonlit_office_tiles_source.png; decal source=art_source/generated/stages/moonlit_office_decals_chroma_source.png sha256=1A4829C293B5216B3648896F46A9DA62E215915D02F00380CD3FCDF4AC663FD9; tool=built-in image generation plus chroma-to-alpha green despill; runtime owner=StageVisualSpec; runtime status=temporary; runtime-sha256=F8C374C409DC3330810E71707EA3D6745D9827C203B022848F99125C2CFF71F4
plague_market_tiles_128,assets/images/tiles/plague_market_tiles_128.png,stage_tile_atlas,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/stages/plague_market_tiles_source.png,9721F5EC95CB98C911DF751F1AC4CA0BF844AF8EED3077067B80669E8DDE2883,art_source/generated/stages/plague_market_tiles_source.png,true,centered square logical-cell crops plus Lanczos 128px RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/stages/plague_market_tiles_source.png; decal source=art_source/generated/stages/plague_market_decals_chroma_source.png sha256=9514D57646AF9E2900B41E8174D59506AD69611948B73944D2E786AD9CE0F2AC; tool=built-in image generation plus chroma-to-alpha green despill; runtime owner=StageVisualSpec; runtime status=temporary; runtime-sha256=7F82074B361BD9F945A090A66D6F2C3F24166E6C27D9627441E3227DEA8AB113
moonlit_office_props_128,assets/images/props/moonlit_office_props_128.png,stage_prop_atlas,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/stages/moonlit_office_props_chroma_source.png,8E96DC20C009724E189ECC8F4F3ED4963DC94196A99265638C9D689D3658DAF5,art_source/generated/stages/moonlit_office_props_chroma_source.png,true,centered square logical-cell crops plus Lanczos 128px RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/stages/moonlit_office_props_chroma_source.png; tool=built-in image generation plus chroma-to-alpha green despill; runtime owner=StageVisualSpec; runtime status=temporary; runtime-sha256=813EA7C0ED5C196881E6F5022812459DE39852185FF4F6861E53EB0EAE777000
plague_market_props_128,assets/images/props/plague_market_props_128.png,stage_prop_atlas,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/stages/plague_market_props_chroma_source.png,E461531F2D22958ABBB032AD2B5B3F4B1EDC35C81ABA583D945BB405985F724D,art_source/generated/stages/plague_market_props_chroma_source.png,true,centered square logical-cell crops plus Lanczos 128px RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/stages/plague_market_props_chroma_source.png; tool=built-in image generation plus chroma-to-alpha green despill; runtime owner=StageVisualSpec; runtime status=temporary; runtime-sha256=F950AB2034F88CCCE89102283D1E5786AF675B05FB9876D3EC4BFBA88D40A5A3
sakkat_specter,assets/images/enemies/sakkat_specter_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/sakkat_specter_source.png,45AA45512102B67C9E6682AAC4DA250950ACDF3A30727596F1DFF76BFB09517B,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/sakkat_specter_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=5604F6B3EABAE514234A3891E715588E33DC1ABF5F891710482DB50EBA2BEF34
plague_crow,assets/images/enemies/plague_crow_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/plague_crow_source.png,0FA5596D40F2DF708A783891E4E4484A6BB8E0986CF600DC1A066742C74AEC80,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/plague_crow_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=4F78D7EBC0E440E739B735F3798D2BFD05E89243FD8F583F5630362BD34D215A
spear_bandit,assets/images/enemies/spear_bandit_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/spear_bandit_source.png,F02E6C22FC01E8E4C4F48C015046C05371BB2731ECC504FE86496C3396D090F4,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/spear_bandit_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=ABF016329DA859DC572AAD450FCA6105BB8BDB734ED74D8DFD3C1F29766C9950
rotten_herbalist,assets/images/enemies/rotten_herbalist_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/rotten_herbalist_source.png,5D44394EA69B0B58738A2DD41190A27BBCD50E6040F89182FE325DF247FA597C,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/rotten_herbalist_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=41BB47D809A5F67706E405B121BD9E01328F53CC31C32DDCAB6B08114939C047
grave_ember,assets/images/enemies/grave_ember_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/grave_ember_source.png,B15FC618E95E5EADA126EF0A768D7EA9728DA9137DAC6DB9854A8D08A413704D,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/grave_ember_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=EDCA3B7592B5FE8845F2D3B35CB284BB5FC3C86A9E1B862BDC9C71BE0DE5FDDA
black_hat_assassin,assets/images/enemies/black_hat_assassin_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/black_hat_assassin_source.png,1121A178D1DE650AA3A9CA54942AA83A4449C1BF67BC492D87981E46BCAFF435,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/black_hat_assassin_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=C642642511C65EBC3A8124D020AA5BCB3F80E45410363623F12E5C861E04BDC3
broken_jangseung_spirit,assets/images/enemies/broken_jangseung_spirit_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/broken_jangseung_spirit_source.png,933467A779DED0C535B4BD3044B6515EE959E262FFD08075762F30EBDFC5D52C,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/broken_jangseung_spirit_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=92B057F8A2B69E256956607355362E98B20BBD6A35E9368B69BC27B105EE96D2
sorrowful_maiden_ghost,assets/images/enemies/sorrowful_maiden_ghost_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/enemies/sorrowful_maiden_ghost_source.png,43DB700A55DE3C45B584A9CBEED8F181FC645858EC51E93EA1DFE26E1F245398,docs/assets/prompts/missing-eight-enemy-sheets.md,true,chroma-key removal with green despill and nearest-filter 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/enemies/sorrowful_maiden_ghost_source.png; tool=OpenAI built-in image generation; runtime owner=EnemySpriteSheet; runtime status=temporary; runtime use=enemy animation 4x4 128px; runtime-sha256=50AB409550310283B6025EEFD90563C9637D314B02431EDAF27F29AA28BDEA36
singijeon_release,assets/images/projectiles/player/singijeon_128.png,player_projectile,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/projectiles/singijeon_source.png,0445B64464948ECC6D51118B0C6BC7FA437F15DD644A70D501EDCAF06BB669C7,docs/assets/prompts/release-projectiles.md,true,chroma-key removal with despill and 2x2-to-4x1 128px-cell RGBA normalization,true,true,false,,approved,Codex,2026-07-25,generated-original source=art_source/generated/projectiles/singijeon_source.png; tool=OpenAI built-in image generation; runtime owner=ProjectilePresentationSpecs; runtime status=approved; no cell border; runtime-sha256=3D3CF46819168C4310DEF3D1774A3D99DE4A5258E04D36805C6F26406725BBBB
matchlock_shot_release,assets/images/projectiles/player/matchlock_shot_128.png,player_projectile,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/projectiles/matchlock_shot_source.png,640E8B24B9C66138FFA8B6EC74F77AAD6F9E9330CD9E20E694C1E45D6D117F76,docs/assets/prompts/release-projectiles.md,true,chroma-key removal with despill and 2x2-to-4x1 128px-cell RGBA normalization,true,true,false,,approved,Codex,2026-07-25,built-in image generation; runtime owner=ProjectilePresentationSpecs; irregular iron-shot silhouette; runtime-sha256=E4E52DF1A4BDBBD01DB480B63F3B056B2D6540E13A98F60E47CD162D69FE746A
hawk_flight_release,assets/images/projectiles/player/hawk_flight_128.png,player_projectile,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/projectiles/hawk_flight_source.png,457B9BDA34B79A1F680EBC2E8D603BDDA2E90C2F0A3ED5914D81958BCCF81026,docs/assets/prompts/release-projectiles.md,true,magenta chroma-key removal with despill and 2x2-to-4x1 128px-cell RGBA normalization,true,true,false,,approved,Codex,2026-07-25,built-in image generation; runtime owner=ProjectilePresentationSpecs; four readable wingbeat poses; runtime-sha256=E509B59B169DDC07BA84BB734E97C2D45FB404C0EACD704808602286643BA9CC
projectile_contact_release,assets/images/vfx/player/projectile_contact_128.png,player_projectile_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/projectiles/projectile_contact_source.png,27D77BA5076378828F1D586D3D495DB504B056AA4F9120838696832ABD64175C,docs/assets/prompts/release-projectiles.md,true,chroma-key removal with despill and 3x2-to-6x1 128px-cell RGBA normalization,true,true,false,,approved,Codex,2026-07-25,built-in image generation; runtime owner=ProjectileContactVfxComponent; six contact phases; runtime-sha256=C5478EA2373E2E1CA6EEA04FCA8624100D658A0A443C0EA2D43D8C8195C122F6
lobby_night_palace_landscape,assets/images/stages/joseon_night_palace_landscape.png,lobby_scene,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/night_palace_landscape_source.png,63D85E6DE3D927E7C91DFB83F6C44235C9F4BB47558E0DE6FC7A20398A7AF5A6,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=63D85E6DE3D927E7C91DFB83F6C44235C9F4BB47558E0DE6FC7A20398A7AF5A6; alpha/transparency reviewed
lobby_character_shadow,assets/images/ui/lobby/character_shadow.png,lobby_scene,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/character_shadow_source.png,DDA428D3ADE0071BD77D6784864F86E11B1A785A1BE341AD8D527DC9D8C62C78,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=BE82429469E0406CC9C0DBDB59D586A9C63CD604ED2B8B0276600DBF4654634E; alpha/transparency reviewed
lobby_rookie_constable,assets/images/characters/lobby/rookie_constable.png,lobby_character,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/rookie_constable_source.png,71DEC071EBAD0C4EEAFC4182AAFAE034396E146B2A2EBA92C2B58DCC292F3EBA,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=15FADA876983600C82073EA1555A92CD4B7665A04272522345E64178F3F8B56D; alpha/transparency reviewed
lobby_exorcist_dosa,assets/images/characters/lobby/exorcist_dosa.png,lobby_character,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/exorcist_dosa_source.png,23B1C6F70E7014D8C787DE6A0B107585AFEC8FCAFF0539F041D19D25FF477289,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=6E34151346252517CEC6113ABB190F8FFA3C846814B649DBD0F3BF6434F7EEA7; fix-round-1 no-glyph regeneration; alpha/transparency reviewed
lobby_mountain_hunter,assets/images/characters/lobby/mountain_hunter.png,lobby_character,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/mountain_hunter_source.png,F8F0E1ED077DE30C2F84D4264B7B63480D641248C84D443341BA081E22F60199,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=D42F023170F89D6A8C6B7A976C7E0B29A4C99844244D22A3EF55EF888D4DC3BD; alpha/transparency reviewed
lobby_frame_profile,assets/images/ui/lobby/frame_profile.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_profile_source.png,CEA0380D97EC3040401C3779E7288C21BBDCF7D37B26D4A3EB6A5A1EF90001F2,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=FFCC9BFE87477F4F7EC08AB5A6658414FA69DD0E6D881603D04157584CE020F6; alpha/transparency reviewed
lobby_frame_resource,assets/images/ui/lobby/frame_resource.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_resource_source.png,25688860A12C787937A6A9D477F82DABE0796EC5D5D444A7E3340BD5396C1516,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=99B7188D286A4AFA2C90E101853F6D0B70CC23AF0474A995CFC33B7170FCBFF3; alpha/transparency reviewed
lobby_frame_side_command,assets/images/ui/lobby/frame_side_command.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_side_command_source.png,1D55B15536076D1BF2A273B072F2F02471413231EC1C8A1876259CECB048F1F6,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=ECFD0AB2B09017E742EDDE398CCD24DBEE685CDBF9DA607CD369B036D00DCD45; alpha/transparency reviewed
lobby_frame_stage_plaque,assets/images/ui/lobby/frame_stage_plaque.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_stage_plaque_source.png,7FC92FD5F11AF3505F2926E00DFC03156C69C382C4056C574BF53B1415BB7DD0,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=CE373DE4931AEAF34886EA4EFDE962260F7637CD6981AE76B51E7E018AFFD248; alpha/transparency reviewed
lobby_frame_deploy,assets/images/ui/lobby/frame_deploy.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_deploy_source.png,72815B891C28092B8CB9B6F1AA13405A23C0D271D37FF7D2EF78F375B946A502,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=DBA371943F496A1D98374FA0DF9ED43E74B23C508CE65BCADFCDE2E883DC9797; alpha/transparency reviewed
lobby_frame_quick_action,assets/images/ui/lobby/frame_quick_action.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_quick_action_source.png,352AEE87B565E39EF4BE79EAE09E6975AF8D94FB4DBC9EC3D7BC20FBAB34F9CC,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=A7028D761E8DA735A4FB7448D70482980E419452D443209C88D99B49B100B311; alpha/transparency reviewed
lobby_frame_primary_navigation,assets/images/ui/lobby/frame_primary_navigation.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_primary_navigation_source.png,AD36B3CE0FAEEAAAD912149A4C9AAC84D8FFE91FEC76201483E00919CB847E37,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=FD356D644028D6D71C8BBA44C40FD30CF01549866E96A5C6071B6222D726AD45; alpha/transparency reviewed
lobby_frame_feature_notice,assets/images/ui/lobby/frame_feature_notice.png,lobby_frame,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,art_source/generated/lobby/frame_feature_notice_source.png,D4AD220AD53A0E18FB8839C386BD5F53CC278F737C7D24290D9EB4C54D53ABDB,art_source/generated/lobby/prompts.md,true,chroma-key removal alpha validation and runtime normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=393BABEBB5B1D2F79A501B33E15300E790D50208995EA330EF55EE1C52EBDFA4; alpha/transparency reviewed
